KNUMBER|APPLICANT|CONTACT|STREET1|STREET2|CITY|STATE|COUNTRY_CODE|ZIP|POSTAL_CODE|DATERECEIVED|DECISIONDATE|DECISION|REVIEWADVISECOMM|PRODUCTCODE|STATEORSUMM|CLASSADVISECOMM|SSPINDICATOR|TYPE|THIRDPARTY|EXPEDITEDREVIEW|DEVICENAME
K251007|Circa Scientific, Inc.|Jennifer  Willner|14 Inverness Dr E, Suite H-136||Englewood|CO|US|80112|80112|04/01/2025|05/01/2025|SESE|CV|DXF|Summary|CV||Special|N||CrossWise RF Transseptal Access System (Models: CW-1085S, CW-1085A, CW-1012W, CW-1012C, CW-1085C, CW-1085V, CW-1013F)
K251014|Alembic, LLC|Stina  Almaleh|627 National Avenue||Mountain View|CA|US|94043|94043|04/02/2025|05/01/2025|SESE|NE|DQY|Summary|CV||Special|N||APRO 45 Catheter
K251015|Alembic, LLC|Stina  Almaleh|627 National Avenue||Mountain View|CA|US|94043|94043|04/02/2025|04/30/2025|SESE|NE|NRY|Summary|CV||Special|N||APRO 45 Catheter and Alembic Aspiration Tubing
K251024|Haemonetics|Erica  Molaro|125 Summer Street||Boston|MA|US|02110|02110|04/02/2025|04/30/2025|SESE|HE|JPA|Summary|HE||Special|N||TEG 6s Hemostasis System Citrated: K, KH, RT, FF Assay Cartridge
K251048|STERIS Corporation|Steven  Deline|5960 Heisley Road||Mentor|OH|US|44060|44060|04/03/2025|05/02/2025|SESE|HO|JOJ|Summary|HO||Special|N||Rapicide PA High-Level Disinfection Test Strip  Model Ref # = ML02-0118
K251051|CenterPoint Systems LLC|Conner  Johnson|3338 Parkway Blvd||West Valley City|UT|US|84119|84119|04/03/2025|04/30/2025|SESE|CV|DYB|Summary|CV||Special|N||AuST Steerable Sheath
K251056|Momentis Surgical Ltd.|Maya  Leib Shlomo|6 Yoni Netanyahu street||Or Yehuda||IL|6037604|6037604|04/04/2025|05/02/2025|SESE|SU|QNM|Summary|SU||Special|N||Anovo Instrument ARM Curved Scissors ; Anovo Instrument ARM Hook Electrode
K251071|BrightHeart|Christophe  Gardella|7-11 boulevard Haussmann||Paris||FR|75009|75009|04/07/2025|05/02/2025|SESE|RA|POK|Summary|RA||Special|N||Fetal EchoScan (v1.1)
K251075|Promethean Restorative LLC|Glenn  Bowman|333 Perry Street, Suite 210||Castle Rock|CO|US|80104|80104|04/08/2025|04/25/2025|SESE|OR|OUR|Summary|OR||Special|N||DYNAMIS™ Implant System
K251094|Won Tech Co., Ltd.|Hyun Sik  Yoon|64 Techno8-ro 64, Yuseong-gu||Daejeon||KR|34028|34028|04/10/2025|05/06/2025|SESE|SU|GEX|Summary|SU||Special|N||Alma Veil
K251101|CRO, LLC|Jeffrey  Boardman|516 E Spruce St.||Missoula|MT|US|59802|59802|04/11/2025|04/26/2025|SESE|SU|BTA|Summary|SU||Traditional|Y||AIRO Suction Unit (AIRO-01)
K251103|Philips Image Guided Therapy Corporation|Travis  Pittman|3721 Valley Centre Drive|Suite 500|San Diego|CA|US|92130|92130|04/11/2025|05/09/2025|SESE|CV|OBJ|Summary|CV||Special|N||VeriSight Intracardiac Echocardiography Catheter (VSICE2D); VeriSight Pro Intracardiac Echocardiography Catheter (VSICE3D)
K251110|Philips Ultrasound LLC|Vera  Kong|22100 Bothell Everett Highway||Bothell|WA|US|98021|98021|04/11/2025|05/09/2025|SESE|RA||Summary|||Special|N||EPIQ Series Diagnostic Ultrasound Systems; Affiniti Series Diagnostic Ultrasound Systems
K251111|Excitus AS|Øystein  Refseth|Hillevågsveien 101||Stavanger||NO|4106|4106|04/11/2025|05/07/2025|SESE|SU|JCX|Summary|SU||Traditional|Y||Cary
K251117|4WEB Medical|Jonathan  Hires|2801 Network Blvd., Suite 620||Frisco|TX|US|75034|75034|04/11/2025|04/25/2025|SESE|OR|OVE|Summary|OR||Special|N||Cervical Spine Truss System (CSTS)
K251126|Iterative Health|Caitlyn  Seidl|14 Arrow Street, Floor 3||Cambridge|MA|US|02138|02138|04/11/2025|05/09/2025|SESE|GU|QNP|Summary|GU||Special|N||SKOUT system
K251128|Extremity Medical, LLC|Mary  Hoffman|300 Interpace Parkway|Building A, 2nd Floor|Parsippany|NJ|US|07054|07054|04/11/2025|05/07/2025|SESE|OR|KTT|Summary|OR||Special|N||Extremity Medical External Fixation System
K251133|Telesair Inc.|Don  Lin|199 Technology Drive, Suite 110||Irvine|CA|US|92618|92618|04/11/2025|05/08/2025|SESE|AN|CBK|Summary|AN||Traditional|N||AVEA disposable expiratory filter/water trap (11790)
K251138|Promisemed Hangzhou Meditech Co., Ltd.|Zearou  Yang|No. 1388 Cangxing Street|Cangqian Community, Yuhang District|Hangzhou City||CN|311121|311121|04/14/2025|05/13/2025|SESE|HO|PTI|Summary|HO||Special|N||Promisemed Safety Huber Needles
K251156|Guard Medical, Inc.|Machiel  van der Leest|1221 Brickell Avenue|Suite 900|Miami|FL|US|33131|33131|04/15/2025|05/15/2025|SESE|SU|OKO|Summary|SU||Special|N||NPseal
K251184|Encore Medical, L.P.|Patricia  Kontoudis|9800 Metric Boulevard||Austin|TX|US|78758|78758|04/16/2025|05/16/2025|SESE|OR|PHX|Summary|OR||Special|N||AltiVate Reverse Shoulder System; RSP Shoulder System; SMR Shoulder System; PRIMA Humeral System; PRIMA Glenoid System
K251186|C. R. Bard, Inc.|Caitlin  Bowles|8195 Industrial Blvd.||Covington|GA|US|30014|30014|04/16/2025|05/15/2025|SESE|CV|LDF|Summary|CV||Special|N||Bard® Temporary Pacing Electrode Catheter  Needle / Cannula (Introducer)
K251196|EC Certification Service GmbH|Elisabeth  Moschik|Sandgasse 39a||Sankt Veit an der Glan||AT|9300|9300|04/17/2025|04/21/2025|SESE|DE|DYW|Summary|DE||Traditional|Y||Composite Orthodontic Brackets and Buttons
K251288|WONTECH CO., LTD.|Hyunsik  Yoon|64 Techno 8-ro, Yuseong-gu||Daejeon||KR|34028|34028|04/25/2025|05/14/2025|SESE|SU|GEX|Summary|SU||Special|N||Veincare
K251425|Mectron S.p.A|Chiara  Acunzo|Via Loreto 15||Carasco||IT|16042|16042|05/08/2025|05/09/2025|SESE|DE|KOJ|Summary|DE||Traditional|Y||turbodent touch
